sample_id,episode_id,task,relative_h5_path,context_indices,target_index,current_state,context_action,action,translation_action_norm,rotation_action_norm,gripper_action_abs,score
7907c3d3f72af81c37b83a94,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[64, 72]",80,"[0.7867020744512019, -0.08604418165216757, 0.23040440271541468, 2.8671417236328125, -0.2525513470172882, -0.17848649621009827, 0.9559471356298994]","[-0.012394753303668349, 0.0011809490050805477, 0.036851774228499806, -0.014835790997061574, 0.15139416697396313, -0.05331872865948223, 0.0]","[-0.04514868019167029, -0.0005671465447072144, 0.07798072908120846, 0.023475063130654283, 0.11584561057957576, -0.05674320112296352, 0.0]",0.09010948388649069,0.131114739648996,0.0,0.9292073845863342
19dee4bb51111c5f942fb687,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[72, 80]",88,"[0.7415533942595316, -0.08661132819687478, 0.30838513179662314, 2.8695876598358154, -0.13438594341278076, -0.23706211149692535, 0.9559471356298994]","[-0.04514868019167029, -0.0005671465447072144, 0.07798072908120846, 0.023475063130654283, 0.11584561057957576, -0.05674320112296352, 0.0]","[-0.06550509184341258, -0.014935599700096336, 0.07924494343363236, 0.014750886685608249, 0.09667396985210419, -0.07219896598377695, 0.0]",0.10389297500608513,0.12155712975430025,0.0,0.9664736986160278
aff668f24c856908364b86f5,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[80, 88]",96,"[0.676048302416119, -0.10154692789697112, 0.3876300752302555, 2.8611843585968018, -0.036955326795578, -0.3092547655105591, 0.9559471356298994]","[-0.06550509184341258, -0.014935599700096336, 0.07924494343363236, 0.014750886685608249, 0.09667396985210419, -0.07219896598377695, 0.0]","[-0.0642680374738469, -0.015144136571914005, 0.012747592025526722, 0.019730574824814863, 0.10870788437128587, -0.05483990078676897, 0.0]",0.067247502672574,0.1233455083320878,0.0,0.9178467392921448
370d7a7a4d4a00a73beb97a9,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[88, 96]",104,"[0.6117802649422721, -0.11669106446888512, 0.4003776672557822, 2.846808433532715, 0.07258357107639313, -0.36542466282844543, 0.9559471356298994]","[-0.0642680374738469, -0.015144136571914005, 0.012747592025526722, 0.019730574824814863, 0.10870788437128587, -0.05483990078676897, 0.0]","[-0.027681043810997785, -0.029552224374245498, -0.06198048760810593, -0.04784229602274531, -0.051526098646209384, 0.055658709606049725, 0.0]",0.07403482286107464,0.08967561589104067,0.0,0.9118360280990601
d12f9e184430e65bbcc433bb,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[96, 104]",112,"[0.5840992211312743, -0.14624328884313062, 0.3383971796476763, 2.8206021785736084, 0.007342704106122255, -0.3120466470718384, 0.9559471356298994]","[-0.027681043810997785, -0.029552224374245498, -0.06198048760810593, -0.04784229602274531, -0.051526098646209384, 0.055658709606049725, 0.0]","[-0.007667301319837616, -0.010691844506447251, -0.05615415552176278, 0.003547494818504089, -0.14886612554504297, 0.07844969910620925, 0.0]",0.057674883882341293,0.16830942737747812,0.0,0.899455189704895
fbaafbfabab0bb017cc73946,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[104, 112]",120,"[0.5764319198114367, -0.15693513334957787, 0.2822430241259135, 2.869932174682617, -0.1332056224346161, -0.23644307255744934, 0.9559471356298994]","[-0.007667301319837616, -0.010691844506447251, -0.05615415552176278, 0.003547494818504089, -0.14886612554504297, 0.07844969910620925, 0.0]","[-0.009776119365131453, 0.004100078044491973, -0.032174424815775704, 0.01935718157320451, 0.006671190246515302, 0.016312303518809388, -0.12334801859277134]",0.03387590237968912,0.02617816845871709,0.12334801859277134,0.7147258520126343
fb8f8914862bf5c7997bb140,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[112, 120]",128,"[0.5666558004463053, -0.1528350553050859, 0.2500685993101378, 2.887316942214966, -0.1221659854054451, -0.222409188747406, 0.8325991170371281]","[-0.009776119365131453, 0.004100078044491973, -0.032174424815775704, 0.01935718157320451, 0.006671190246515302, 0.016312303518809388, -0.12334801859277134]","[-0.0005414230574452006, 0.00021250588707427687, 0.00021075185584013, 0.0004537124848243481, -0.000941557551805472, 0.00033827965718571126, -0.625550648307099]",0.0006186388477250626,0.0010985530340921557,0.625550648307099,0.4803311824798584
eeef4a95468cbbae5eb02555,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[120, 128]",136,"[0.5661143773888601, -0.15262254941801162, 0.25027935116597794, 2.887972116470337, -0.12298424541950226, -0.2221508026123047, 0.20704846873002902]","[-0.0005414230574452006, 0.00021250588707427687, 0.00021075185584013, 0.0004537124848243481, -0.000941557551805472, 0.00033827965718571126, -0.625550648307099]","[0.0010281424785032467, -0.00013770416008210273, 0.007739748774683031, -0.0020133583624974806, -0.013157396075332839, 0.00013439264218383378, -0.20704847924849556]",0.00780895322607417,0.013311226268127805,0.20704847924849556,0.51710045337677
35d87927721626acd9df3cce,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[128, 136]",144,"[0.5671425198673633, -0.15276025357809372, 0.25801909994066097, 2.888916015625, -0.13626183569431305, -0.22215166687965393, -1.0518466542208671e-08]","[0.0010281424785032467, -0.00013770416008210273, 0.007739748774683031, -0.0020133583624974806, -0.013157396075332839, 0.00013439264218383378, -0.20704847924849556]","[0.00031007175000574705, 0.005657899147615886, 0.043408513862544906, -0.011090567311426169, -0.027623267494755188, -0.002324636190192809, 0.0]",0.04377678657701473,0.029857151970555183,0.0,0.7182705402374268
38b8005225ce44332a8a0798,a587ce648368a914,data/folding/foldjacketsleeve_v1/run_0001,data/folding/foldjacketsleeve_v1/run_0001/episode.h5,"[136, 144]",152,"[0.567452591617369, -0.14710235443047784, 0.3014276138032059, 2.884122133255005, -0.16564813256263733, -0.22390849888324738, -1.0518466542208671e-08]","[0.00031007175000574705, 0.005657899147615886, 0.043408513862544906, -0.011090567311426169, -0.027623267494755188, -0.002324636190192809, 0.0]","[-0.007923578857515823, 0.028703946776560088, 0.05773656807340888, -0.014102338613031225, 0.024491978065808162, 0.011997652830372445, 0.0]",0.06496315074993086,0.03070303922042187,0.0,0.8461198210716248
4c693686be8b64e10d61cf2a,4ff07b82da3975b1,data/pick/liftcup_v0/run_0001,data/pick/liftcup_v0/run_0001/episode.h5,"[0, 8]",16,"[0.44762251341527987, 0.07480662844439924, 0.24449521818282027, -3.1380205154418945, -0.024677082896232605, -0.8015363216400146, 0.9383259893340223]","[0.00025605260381827977, 3.3349202467086725e-05, 0.0012163198203712922, 0.0006032496981092524, -0.002605992902618537, -4.480616653839824e-05, 0.00440528178039723]","[0.0004827613285258714, 7.79283610598952e-05, 0.003007069448007965, 0.0010474201418798732, -0.003920894882745163, -0.00013813246769466111, 0.004405287258765211]",0.0030465715148212877,0.004060737151526096,0.004405287258765211,0.4581778049468994
9f2033528aa3b04061f122f9,4ff07b82da3975b1,data/pick/liftcup_v0/run_0001,data/pick/liftcup_v0/run_0001/episode.h5,"[8, 16]",24,"[0.44810527474380574, 0.07488455680545913, 0.24750228763082824, -3.1344738006591797, -0.02665182389318943, -0.8017634153366089, 0.9427312765927875]","[0.0004827613285258714, 7.79283610598952e-05, 0.003007069448007965, 0.0010474201418798732, -0.003920894882745163, -0.00013813246769466111, 0.004405287258765211]","[-0.0027824556171685, -0.000646294182375759, 0.024110245755960852, -0.007691036184547681, 0.05295015054937302, -0.0024029538435828743, 0.0]",0.02427887365271531,0.053559729909398154,0.0,0.7962770462036133
3f1fc94856cb9db0757923f6,4ff07b82da3975b1,data/pick/liftcup_v0/run_0001,data/pick/liftcup_v0/run_0001/episode.h5,"[16, 24]",32,"[0.44532281912663724, 0.07423826262308338, 0.2716125333867891, 3.1053249835968018, 0.0046660020016133785, -0.803485631942749, 0.9427312765927875]","[-0.0027824556171685, -0.000646294182375759, 0.024110245755960852, -0.007691036184547681, 0.05295015054937302, -0.0024029538435828743, 0.0]","[0.0046555563336045935, 0.001204517008480968, 0.07651621297436306, -0.0035997879240881555, 0.04034357638001329, -0.0012963580531035767, 0.0]",0.07666717624862136,0.04052459959617397,0.0,1.0785813331604004
f011b0559b1fe4b068ce8c9b,4ff07b82da3975b1,data/pick/liftcup_v0/run_0001,data/pick/liftcup_v0/run_0001/episode.h5,"[24, 32]",40,"[0.44997837546024183, 0.07544277963156434, 0.34812874636115215, 3.073777914047241, 0.030076470226049423, -0.8052574396133423, 0.9427312765927875]","[0.0046555563336045935, 0.001204517008480968, 0.07651621297436306, -0.0035997879240881555, 0.04034357638001329, -0.0012963580531035767, 0.0]","[0.013142931719199502, 0.0009577199846729917, 0.05992882172714947, 0.010789923408974136, -0.0513714579688076, -0.0032067265920819295, 0.0]",0.06136055374056728,0.05259022947705076,0.0,0.9663662910461426
a98a284147cfc6a4d6936105,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[0, 8]",16,"[0.4801483221242967, 0.11547321091412435, 0.25953715451161585, 3.1361734867095947, 0.044699765741825104, -0.05030227452516556, -1.0518466542208671e-08]","[0.00017338288402929392, -0.0004065018976797119, -0.00017404057777070658, 0.000645987127354974, -0.00033705951096107967, -0.000733806794771184, 0.0]","[0.0023731343083536194, -0.0010555907170983758, -0.01278390070876384, -0.0034300758082700445, 0.009342770471011397, -0.0030136640599103767, 0.0]",0.013045081660880545,0.010398795660579037,0.0,0.6389474272727966
89d0183419ec7bf4572b8718,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[8, 16]",24,"[0.4825214564326503, 0.11441762019702598, 0.246753253802852, 3.132272481918335, 0.05385791137814522, -0.05349207669496536, -1.0518466542208671e-08]","[0.0023731343083536194, -0.0010555907170983758, -0.01278390070876384, -0.0034300758082700445, 0.009342770471011397, -0.0030136640599103767, 0.0]","[0.0038229531105993253, -0.001575066686430343, -0.02469031805306554, -0.009848584960510137, 0.03118490397890361, -0.004488088844379766, 0.0]",0.025034128926608928,0.033009631978755394,0.0,0.8344962000846863
1944f84093f10c096242321d,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[16, 24]",32,"[0.48634440954324965, 0.11284255351059563, 0.22206293574978647, 3.120734453201294, 0.0844680666923523, -0.058624058961868286, -1.0518466542208671e-08]","[0.0038229531105993253, -0.001575066686430343, -0.02469031805306554, -0.009848584960510137, 0.03118490397890361, -0.004488088844379766, 0.0]","[0.004598065978202892, -4.148456666008826e-05, -0.020885088150197517, -0.0008681696813037352, 0.0014775322735103291, -0.002045566692322841, 0.0]",0.021385294918487764,0.0026685507878884823,0.0,0.8304207921028137
b11edcbd7e63f525124fadda,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[24, 32]",40,"[0.49094247552145254, 0.11280106894393555, 0.20117784759958895, 3.1197776794433594, 0.08589215576648712, -0.060750383883714676, -1.0518466542208671e-08]","[0.004598065978202892, -4.148456666008826e-05, -0.020885088150197517, -0.0008681696813037352, 0.0014775322735103291, -0.002045566692322841, 0.0]","[-0.0020707061553366657, 0.004423854593440496, -0.012288161146688098, 0.000121857714999213, 0.004815291142495459, 0.009105643853067124, 0.00440530917223747]",0.013223358794671975,0.010301195467934737,0.00440530917223747,0.6680884957313538
eb1474f000ce388c64871ef1,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[32, 40]",48,"[0.48887176936611587, 0.11722492353737604, 0.18888968645290086, 3.1196062564849854, 0.09070596098899841, -0.05166015028953552, 0.004405298653770928]","[-0.0020707061553366657, 0.004423854593440496, -0.012288161146688098, 0.000121857714999213, 0.004815291142495459, 0.009105643853067124, 0.00440530917223747]","[0.0012046096729227962, 0.0011190265850855863, -0.004500636554736592, 0.002138339394720498, -0.0034306396860452892, 0.0011220713246867036, 0.5770924775039449]",0.004791558656643863,0.0041953340844522406,0.5770924775039449,0.7147616744041443
cb3fdad9e97ceef932601eec,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[40, 48]",56,"[0.49007637903903867, 0.11834395012246163, 0.18438904989816426, 3.1219277381896973, 0.08739007264375687, -0.05032796040177345, 0.5814977761577158]","[0.0012046096729227962, 0.0011190265850855863, -0.004500636554736592, 0.002138339394720498, -0.0034306396860452892, 0.0011220713246867036, 0.5770924775039449]","[0.002445222713010564, -0.00014328648992545379, 0.001596427638653336, 0.0020234621844612923, -0.00486866941887687, -0.0016618246704404515, 0.13215861776295823]",0.0029237349982298615,0.005528110197665764,0.13215861776295823,0.5372855067253113
0679a8f834925f0015ad3f1f,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[48, 56]",64,"[0.49252160175204923, 0.11820066363253617, 0.1859854775368176, 3.1242012977600098, 0.08262913674116135, -0.05179181694984436, 0.713656393920674]","[0.002445222713010564, -0.00014328648992545379, 0.001596427638653336, 0.0020234621844612923, -0.00486866941887687, -0.0016618246704404515, 0.13215861776295823]","[0.0033887617693863503, -0.004955147579729882, 0.01020999068595635, 0.004562942429090642, -0.014183967320454682, -0.011339742103738372, 0.0]",0.011844032407667281,0.018724185524027975,0.0,0.5874671339988708
f15a735ee04e0081b316decb,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[56, 64]",72,"[0.4959103635214356, 0.11324551605280629, 0.19619546822277395, 3.129504442214966, 0.06869924813508987, -0.06269831210374832, 0.713656393920674]","[0.0033887617693863503, -0.004955147579729882, 0.01020999068595635, 0.004562942429090642, -0.014183967320454682, -0.011339742103738372, 0.0]","[0.00732546079487828, -0.02525595572585805, 0.030751884317940237, -0.002191489942158748, -0.010085343412024717, -0.038410134643463545, 0.0]",0.04046237838520839,0.03977254358516754,0.0,0.9183274507522583
6c80d2edb00d6200ccdf46f8,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[64, 72]",80,"[0.5032358243163139, 0.08798956032694824, 0.2269473525407142, 3.127946615219116, 0.058496326208114624, -0.10121850669384003, 0.713656393920674]","[0.00732546079487828, -0.02525595572585805, 0.030751884317940237, -0.002191489942158748, -0.010085343412024717, -0.038410134643463545, 0.0]","[0.006973847334544203, -0.04137703742688076, 0.007128024925113996, -0.05990945554461005, -0.019521774504470235, 0.013114583165799595, 0.0]",0.04256174940253357,0.06436019604590765,0.0,0.876076877117157
13d3cce105857936be5e14dc,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[72, 80]",88,"[0.5102096716508581, 0.04661252290006748, 0.23407537746582818, 3.0703001022338867, 0.03292703256011009, -0.09132403135299683, 0.713656393920674]","[0.006973847334544203, -0.04137703742688076, 0.007128024925113996, -0.05990945554461005, -0.019521774504470235, 0.013114583165799595, 0.0]","[-0.0010464228152894384, -0.040504915362404297, -0.0041518932699606825, -0.015730229364273363, -0.0056505054941000665, -0.05314506023611451, 0.0]",0.04073059521967533,0.05571145084892102,0.0,0.8766467571258545
95c076355213d0fa86e4d01e,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[80, 88]",96,"[0.5091632488355686, 0.006107607537663186, 0.2299234841958675, 3.0551459789276123, 0.025861795991659164, -0.14495892822742462, 0.713656393920674]","[-0.0010464228152894384, -0.040504915362404297, -0.0041518932699606825, -0.015730229364273363, -0.0056505054941000665, -0.05314506023611451, 0.0]","[-0.002368605231719889, -0.0007212290516124828, -0.016426817809747418, 0.00963826642479392, -0.0383394084659352, 0.006176081937296058, 0.0]",0.01661236904969474,0.040011878352425895,0.0,0.7649083733558655
ff3444c02bd8a81f7bc2471d,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[88, 96]",104,"[0.5067946436038487, 0.005386378486050703, 0.21349666638612008, 3.07021427154541, -0.010686060413718224, -0.1384837031364441, 0.713656393920674]","[-0.002368605231719889, -0.0007212290516124828, -0.016426817809747418, 0.00963826642479392, -0.0383394084659352, 0.006176081937296058, 0.0]","[-0.009522902528102728, 0.007468121729133854, -0.015126626664707488, 0.0018738696008430492, 0.02941476046899849, 0.018859134432065675, 0.0]",0.01937197328550569,0.034991520004941844,0.0,0.699279248714447
d65daed94015cf9a21d3d151,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[96, 104]",112,"[0.497271741075746, 0.012854500215184557, 0.1983700397214126, 3.0680091381073, 0.018705712631344795, -0.11966097354888916, 0.713656393920674]","[-0.009522902528102728, 0.007468121729133854, -0.015126626664707488, 0.0018738696008430492, 0.02941476046899849, 0.018859134432065675, 0.0]","[-0.0009599402686633063, -6.224341556340662e-05, -0.0012001424309645015, -9.333841893774305e-05, 0.0030574554270679233, -5.9694383874519894e-05, -0.19383259555872745]",0.001538083683283768,0.003059462235168634,0.19383259555872745,0.5270002484321594
df61876e6cd874d61e90071c,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[104, 112]",120,"[0.4963118008070827, 0.01279225679962115, 0.1971698972904481, 3.067551374435425, 0.02173016034066677, -0.11972977966070175, 0.5198237983619466]","[-0.0009599402686633063, -6.224341556340662e-05, -0.0012001424309645015, -9.333841893774305e-05, 0.0030574554270679233, -5.9694383874519894e-05, -0.19383259555872745]","[7.643418229003052e-05, -0.0036583963247318867, -6.6692122901446105e-06, -4.3296293029297835e-05, 2.32679002800662e-05, -0.007293235607004316, -0.5198238088804131]",0.0036592007776872115,0.007293401235599831,0.5198238088804131,0.5582349896430969
18d8939364544dbf8b1db226,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[112, 120]",128,"[0.49638823498937273, 0.009133860474889264, 0.19716322807815795, 3.0675055980682373, 0.021748090162873268, -0.12702400982379913, -1.0518466542208671e-08]","[7.643418229003052e-05, -0.0036583963247318867, -6.6692122901446105e-06, -4.3296293029297835e-05, 2.32679002800662e-05, -0.007293235607004316, -0.5198238088804131]","[0.0010516680009399204, -0.003241281947525449, 0.0042606137329468385, -6.315466588649281e-05, -0.006753419152224049, -0.0066392797991586955, 0.0]",0.005455707436156244,0.00947062273607003,0.0,0.5226085782051086
ffb5973687aa333bff1b93ea,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[120, 128]",136,"[0.49743990299031265, 0.005892578527363815, 0.2014238418111048, 3.068298578262329, 0.015041074715554714, -0.13364891707897186, -1.0518466542208671e-08]","[0.0010516680009399204, -0.003241281947525449, 0.0042606137329468385, -6.315466588649281e-05, -0.006753419152224049, -0.0066392797991586955, 0.0]","[0.0032627228654679707, 0.009931945661831629, 0.04068643741905853, -0.003956869088908746, -0.022974148290685337, 0.016449773881851176, 0.0]",0.04200803607622463,0.02853179565735733,0.0,0.8537453413009644
bad85b74b14d3829d97de5a2,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[128, 136]",144,"[0.5007026258557806, 0.015824524189195444, 0.24211027923016332, 3.067439079284668, -0.008255423977971077, -0.11724751442670822, -1.0518466542208671e-08]","[0.0032627228654679707, 0.009931945661831629, 0.04068643741905853, -0.003956869088908746, -0.022974148290685337, 0.016449773881851176, 0.0]","[-0.003686785430645989, 0.05073889349805437, 0.03929100266683788, 0.06602082385420052, -0.022518266274952126, 0.011771289880575523, 0.0]",0.06427916140386392,0.07074167628682232,0.0,0.9211927652359009
e276733873954bea21102713,d73f8dde2b7cb7c2,data/pick/pickandplaceredcube_v0/run_0001,data/pick/pickandplaceredcube_v0/run_0001/episode.h5,"[136, 144]",152,"[0.49701584042513464, 0.06656341768724981, 0.2814012818970012, 3.1356470584869385, -0.022883040830492973, -0.10579492896795273, -1.0518466542208671e-08]","[-0.003686785430645989, 0.05073889349805437, 0.03929100266683788, 0.06602082385420052, -0.022518266274952126, 0.011771289880575523, 0.0]","[-0.010093514598790099, 0.0364391407021446, 0.0064294055485085155, 0.007599168893888782, 0.027668231119571063, 0.061684718618644344, 0.0]",0.03835397329839338,0.06803148456578892,0.0,0.8346430063247681
2ae434a58958e1174ec95698,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[0, 8]",16,"[0.6518603864744443, 0.02668457158766737, 0.3390543873491375, 3.1122782230377197, 0.06484932452440262, 0.00969638116657734, -1.0518466542208671e-08]","[-0.0006220971153264587, -0.00014949784385277082, -0.002638523234370249, -0.0004228796035858497, 0.004434661259070882, -0.00011589694219218109, 0.0]","[0.0016938829863941685, -0.0008239804514350961, -0.010274951238123164, -0.00024931633030996804, 0.003043688484248852, -0.0010625700800637255, 0.0]",0.010446186208456729,0.0032334584266316053,0.0,0.5585535764694214
af006303f95ce5702d8c0e26,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[8, 16]",24,"[0.6535542694608385, 0.025860591136232274, 0.32877943611101434, 3.11205792427063, 0.06789528578519821, 0.0086195794865489, -1.0518466542208671e-08]","[0.0016938829863941685, -0.0008239804514350961, -0.010274951238123164, -0.00024931633030996804, 0.003043688484248852, -0.0010625700800637255, 0.0]","[0.0022920594240773973, 0.00024932685887855965, -0.04866656751533455, -0.0020240767309207797, 0.03495504188368126, 0.0012075572266498956, 0.0]",0.0487211503765118,0.03503441214232373,0.0,0.75865638256073
b43c0e9b4d2caf00b2e0e2d5,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[16, 24]",32,"[0.6558463288849159, 0.026109917995110834, 0.2801128685956798, 3.1103272438049316, 0.10286637395620346, 0.009714906103909016, -1.0518466542208671e-08]","[0.0022920594240773973, 0.00024932685887855965, -0.04866656751533455, -0.0020240767309207797, 0.03495504188368126, 0.0012075572266498956, 0.0]","[-0.005835310164686414, -0.00018307869057709522, -0.05492602592979007, -0.0022558887594057993, 0.04554288907044968, 0.0011751832187885556, 0.0]",0.05523542963501784,0.04561386669178376,0.0,0.7538477182388306
9f7252a191eb7bf57b47eb2a,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[24, 32]",40,"[0.6500110187202295, 0.02592683930453374, 0.22518684266588973, 3.1084959506988525, 0.14842885732650757, 0.010711915791034698, -1.0518466542208671e-08]","[-0.005835310164686414, -0.00018307869057709522, -0.05492602592979007, -0.0022558887594057993, 0.04554288907044968, 0.0011751832187885556, 0.0]","[-0.0019266302432860982, 0.0001282100291002293, -0.030817973081937372, 0.002162386847912232, -0.02872667490532166, 0.002257503131734931, 0.0]",0.030878403566002615,0.028896264263497003,0.0,0.7241910099983215
9ae20d01a6d4611615ffb978,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[32, 40]",48,"[0.6480843884769434, 0.026055049333633968, 0.19436886958395236, 3.110363006591797, 0.11968041211366653, 0.013250044547021389, -1.0518466542208671e-08]","[-0.0019266302432860982, 0.0001282100291002293, -0.030817973081937372, 0.002162386847912232, -0.02872667490532166, 0.002257503131734931, 0.0]","[-0.005595952073928712, -0.00019714474306761764, -0.018559448987564314, 0.000499680303672951, -0.0008132759665162581, 0.0008802731056434544, 0.0]",0.01938573424932438,0.0012984525190051497,0.0,0.7026804685592651
5c0743f3335e65b7006a3c81,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[40, 48]",56,"[0.6424884364030147, 0.02585790459056635, 0.17580942059638804, 3.1108553409576416, 0.11886057257652283, 0.014189102686941624, -1.0518466542208671e-08]","[-0.005595952073928712, -0.00019714474306761764, -0.018559448987564314, 0.000499680303672951, -0.0008132759665162581, 0.0008802731056434544, 0.0]","[-0.0012654667656500918, 0.0010055779536790876, -0.001043618965363008, 0.0010011296579563271, 0.0016303058783047053, 0.0014047055615466566, 0.14537450145272635]",0.0019239890074414876,0.0023734690989171818,0.14537450145272635,0.5002661347389221
7acc2ad9d3f5fd757fbdfe2d,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[48, 56]",64,"[0.6412229696373646, 0.026863482544245438, 0.17476580163102504, 3.111886978149414, 0.12047644704580307, 0.015716152265667915, 0.1453744909342598]","[-0.0012654667656500918, 0.0010055779536790876, -0.001043618965363008, 0.0010011296579563271, 0.0016303058783047053, 0.0014047055615466566, 0.14537450145272635]","[0.0023978418880831187, 0.008304837828294932, 0.009823503021680446, 0.008251681827335303, -0.015661470414505718, 0.010767058493942853, 0.5770924775039448]",0.013085151458484894,0.02071959114307038,0.5770924775039448,0.6459764242172241
379f0ff674f0aca4dc310677,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[56, 64]",72,"[0.6436208115254477, 0.03516832037254037, 0.18458930465270548, 3.119934558868408, 0.10468336194753647, 0.02745194546878338, 0.7224669684382046]","[0.0023978418880831187, 0.008304837828294932, 0.009823503021680446, 0.008251681827335303, -0.015661470414505718, 0.010767058493942853, 0.5770924775039448]","[1.6464764286405753e-06, -2.59999287171922e-05, 2.809006564324923e-06, 4.215718039941358e-06, -6.674277684526331e-06, -4.4214307119660684e-05, 0.0]",2.620300928915542e-05,4.4913508160397925e-05,0.0,0.41252535581588745
5b3a13b11907a5ec66818e3a,0c43694c74cb26a0,data/pick/pickcube_v0/run_0001,data/pick/pickcube_v0/run_0001/episode.h5,"[64, 72]",80,"[0.6436224580018763, 0.03514232044382318, 0.1845921136592698, 3.119938611984253, 0.10467657446861267, 0.02740815468132496, 0.7224669684382046]","[1.6464764286405753e-06, -2.59999287171922e-05, 2.809006564324923e-06, 4.215718039941358e-06, -6.674277684526331e-06, -4.4214307119660684e-05, 0.0]","[5.170796864129024e-06, -4.188358881192927e-05, 4.757581629885599e-05, 6.132859119059596e-06, -5.930983837676429e-05, -6.65134461977789e-05, 0.0]",6.359583672284959e-05,8.932696913226689e-05,0.0,0.38015761971473694
